season,team,providerId,player_name,age,position_group,games,ratings,age_cat
2019,Adelaide Crows,1000908,Myles Poholke,21,Gen Fwd,2,50.7425358237293,Rising Stars
2019,Adelaide Crows,1000932,Tom Doedee,22,Gen Def,1,52.4659123868864,Established Youth
2019,Adelaide Crows,1000998,Lachlan Murphy,20,Gen Fwd,21,54.5533304835026,Rising Stars
2019,Adelaide Crows,1005199,Elliott Himmelberg,21,Key Fwd,7,56.5429571302948,Rising Stars
2019,Adelaide Crows,1006203,Chayce Jones,19,Gen Fwd,8,50.1196727957251,Rising Stars
2019,Adelaide Crows,240060,Eddie Betts,32,Gen Fwd,21,62.1137233743735,Veterans
2019,Adelaide Crows,240370,Richard Douglas,32,Gen Fwd,9,54.1493946185943,Veterans
2019,Adelaide Crows,250362,David Mackay,31,Wing,18,66.2364661768146,Veterans
2019,Adelaide Crows,250417,Bryce Gibbs,30,Mid,12,69.4082945663638,Veterans
2019,Adelaide Crows,270296,Andy Otten,30,Gen Def,3,69.5901306625088,Veterans
2019,Adelaide Crows,270811,Sam Jacobs,31,Ruck,5,79.8827031522612,Veterans
2019,Adelaide Crows,270938,Tom Lynch,28,Gen Fwd,16,84.7226189374326,Prime
2019,Adelaide Crows,270963,Rory Sloane,29,Mid,22,102.999274238304,Prime
2019,Adelaide Crows,280506,Taylor Walker,29,Key Fwd,22,67.1373359646823,Prime
2019,Adelaide Crows,280934,Daniel Talia,28,Key Def,22,69.2672976747719,Prime
2019,Adelaide Crows,281091,Hugh Greenwood,27,Mid-Fwd,14,85.526976762273,Prime
2019,Adelaide Crows,290228,Kyle Hartigan,27,Key Def,19,43.8840599402809,Prime
2019,Adelaide Crows,290797,Alex Keath,27,Key Def,18,76.2194628355821,Prime
2019,Adelaide Crows,291748,Brodie Smith,27,Gen Def,22,89.2338418911846,Prime
2019,Adelaide Crows,293193,Luke Brown,26,Gen Def,15,67.5806319893054,Prime
2019,Adelaide Crows,293222,Rory Laird,25,Gen Def,22,96.7596721455797,Established Youth
2019,Adelaide Crows,293479,Cameron Ellis-Yolmen,26,Mid,10,93.3778720514966,Prime
2019,Adelaide Crows,294307,Brad Crouch,25,Mid,22,97.5000406498179,Established Youth
2019,Adelaide Crows,294472,Rory Atkins,25,Wing,20,75.2118268777127,Established Youth
2019,Adelaide Crows,294733,Paul Seedsman,27,Wing,13,72.307454169213,Prime
2019,Adelaide Crows,294828,Josh Jenkins,30,Key Fwd,11,68.2954482142395,Veterans
2019,Adelaide Crows,295103,Riley Knight,24,Gen Fwd,15,62.9484776502127,Established Youth
2019,Adelaide Crows,295964,Patrick Wilson,24,Mid,1,50.078054085709,Established Youth
2019,Adelaide Crows,297401,Matt Crouch,24,Mid,19,104.605202381708,Established Youth
2019,Adelaide Crows,297473,Jake Kelly,24,Gen Def,22,74.9221182198212,Established Youth
2019,Adelaide Crows,297523,Reilly O'Brien,24,Ruck,18,95.0227443933686,Established Youth
2019,Adelaide Crows,298417,Ben Davis,22,Gen Fwd,1,21.5839389724128,Established Youth
2019,Adelaide Crows,990882,Wayne Milera,22,Gen Def,17,74.4139538923287,Established Youth
2019,Adelaide Crows,997230,Tyson Stengle,20,Gen Fwd,2,61.6323435233237,Rising Stars
2019,Adelaide Crows,998106,Jordan Gallucci,21,Gen Fwd,10,49.6629054917381,Rising Stars
2019,Adelaide Crows,999331,Darcy Fogarty,20,Key Fwd,4,65.4803874168413,Rising Stars
2019,Brisbane Lions,1000978,Hugh McCluggage,21,Wing,23,93.6730059087907,Rising Stars
2019,Brisbane Lions,1002235,Cam Rayner,19,Gen Fwd,24,46.7633981169377,Rising Stars
2019,Brisbane Lions,1002312,Zac Bailey,20,Gen Def,15,49.3591273545147,Rising Stars
2019,Brisbane Lions,1002401,Brandon Starcevich,20,Gen Def,1,33.5972755984499,Rising Stars
2019,Brisbane Lions,1004863,Mitchell Hinge,21,Wing,2,64.4697397515418,Rising Stars
2019,Brisbane Lions,1005053,Noah Answerth,20,Gen Def,19,59.7035811557166,Rising Stars
2019,Brisbane Lions,1005521,Oscar McInerney,25,Ruck,21,67.1081261800608,Established Youth
2019,Brisbane Lions,220047,Luke Hodge,35,Gen Def,22,71.8879626368938,Old Timers
2019,Brisbane Lions,261224,Dayne Zorko,30,Mid,24,107.039701956303,Veterans
2019,Brisbane Lions,271072,Daniel Rich,29,Gen Def,24,97.1724700166154,Prime
2019,Brisbane Lions,280763,Stefan Martin,32,Ruck,24,93.9625204500754,Veterans
2019,Brisbane Lions,280863,Ryan Bastinac,28,Wing,3,47.8532444805108,Prime
2019,Brisbane Lions,280918,Allen Christensen,28,Gen Fwd,13,69.5342169866191,Prime
2019,Brisbane Lions,290311,Mitch Robinson,30,Wing,23,94.5089315479237,Veterans
2019,Brisbane Lions,291548,Ryan Lester,27,Gen Def,9,60.8537339161729,Prime
2019,Brisbane Lions,291550,Josh Walker,26,Key Def,11,63.9671417504425,Prime
2019,Brisbane Lions,293535,Lachie Neale,26,Mid,24,118.668356091159,Prime
2019,Brisbane Lions,293581,Lincoln McCarthy,25,Gen Fwd,24,66.1996407653554,Established Youth
2019,Brisbane Lions,293716,Jarryd Lyons,27,Mid,24,100.575241430408,Prime
2019,Brisbane Lions,294168,Marcus Adams,26,Key Def,10,54.8085367477293,Prime
2019,Brisbane Lions,296211,Lewis Taylor,24,Wing,5,71.1889585086346,Established Youth
2019,Brisbane Lions,296269,Darcy Gardiner,24,Gen Def,24,67.429097310467,Established Youth
2019,Brisbane Lions,297258,Nicholas Robertson,24,Gen Def,5,62.0385184801695,Established Youth
2019,Brisbane Lions,297406,Tom Cutler,24,Wing,3,78.3273009961723,Established Youth
2019,Brisbane Lions,297504,Daniel McStay,24,Key Fwd,24,57.3497858995747,Established Youth
2019,Brisbane Lions,990609,Charlie Cameron,25,Gen Fwd,24,77.6225574188551,Established Youth
2019,Brisbane Lions,992752,Archie Smith,24,Ruck,2,58.9308969391735,Established Youth
2019,Brisbane Lions,993828,Rhys Mathieson,22,Mid-Fwd,9,60.2115571200371,Established Youth
2019,Brisbane Lions,993946,Ben Keays,22,Mid-Fwd,2,68.1551737396441,Established Youth
2019,Brisbane Lions,993953,Eric Hipwood,22,Key Fwd,23,53.3696787858826,Established Youth
2019,Brisbane Lions,994047,Cedric Cox,22,Gen Fwd,1,44.1771237563824,Established Youth
2019,Brisbane Lions,996059,Harris Andrews,22,Key Def,21,80.8319002792854,Established Youth
2019,Brisbane Lions,998128,Alex Witherden,20,Gen Def,23,72.2746205315452,Rising Stars
2019,Brisbane Lions,998133,Jarrod Berry,21,Mid,20,86.25103896395,Rising Stars
2019,Brisbane Lions,998268,Jacob Allison,21,Wing,2,46.3773930794094,Rising Stars
2019,Carlton,1000953,Harry McKay,21,Key Fwd,20,61.4905106797017,Rising Stars
2019,Carlton,1001028,Jack Silvagni,21,Gen Fwd,17,60.0959633540966,Rising Stars
2019,Carlton,1001398,Matthew Kennedy,22,Gen Fwd,10,57.3473663957368,Established Youth
2019,Carlton,1002256,Paddy Dow,19,Mid-Fwd,19,54.3543882169813,Rising Stars
2019,Carlton,1002259,Lochie O'Brien,20,Wing,17,45.239049874446,Rising Stars
2019,Carlton,1004767,Angus Schumacher,20,Key Def,1,42.0342733189222,Rising Stars
2019,Carlton,1006094,Sam Walsh,19,Wing,22,86.7202913030138,Rising Stars
2019,Carlton,1008312,Liam Stocker,19,Gen Def,5,50.0217257711713,Rising Stars
2019,Carlton,230202,Kade Simpson,35,Gen Def,18,81.2670201831474,Old Timers
2019,Carlton,240359,Dale Thomas,32,Gen Def,20,82.2926764503926,Veterans
2019,Carlton,250105,Marc Murphy,32,Mid,19,90.7369626115111,Veterans
2019,Carlton,261230,Matthew Lobbe,30,Ruck,2,47.8831336935142,Veterans
2019,Carlton,261299,Matthew Kreuzer,30,Ruck,15,97.4144566842042,Veterans
2019,Carlton,270146,Ed Curnow,29,Mid,22,90.7573411740574,Prime
2019,Carlton,281078,Liam Jones,28,Key Def,13,66.0661260297078,Prime
2019,Carlton,281124,Levi Casboult,29,Key Fwd,20,74.2832012880488,Prime
2019,Carlton,290821,Alex Fasolo,27,Gen Fwd,3,29.9931266011985,Prime
2019,Carlton,294068,Andrew Phillips,28,Ruck,5,93.4410542402455,Prime
2019,Carlton,294624,Lachie Plowman,24,Gen Def,21,71.973042519544,Established Youth
2019,Carlton,296200,Michael Gibbons,24,Gen Fwd,21,59.4004959517133,Established Youth
2019,Carlton,296439,Darcy Lang,23,Gen Fwd,8,45.0089133952158,Established Youth
2019,Carlton,297255,Mitch McGovern,24,Key Fwd,16,48.702529922907,Established Youth
2019,Carlton,297907,Nic Newman,26,Gen Def,20,96.8015167595494,Prime
2019,Carlton,298302,Caleb Marchbank,22,Gen Def,13,63.5122765836366,Established Youth
2019,Carlton,298316,Hugh Goddard,23,Key Def,2,26.4263299397248,Established Youth
2019,Carlton,298446,Josh Deluca,23,Gen Fwd,6,55.7896633499003,Established Youth
2019,Carlton,990424,Jarrod Garlett,23,Gen Def,2,42.1710175828126,Established Youth
2019,Carlton,990704,Patrick Cripps,24,Mid,20,117.513433148216,Established Youth
2019,Carlton,993795,David Cuningham,22,Gen Fwd,9,66.3690694124325,Established Youth
2019,Carlton,993832,Jacob Weitering,21,Key Def,20,71.1555020429319,Rising Stars
2019,Carlton,994539,Sam Petrevski-Seton,21,Gen Def,22,81.3780097598741,Rising Stars
2019,Carlton,996731,Charlie Curnow,22,Key Fwd,11,68.5615298254206,Established Youth
2019,Carlton,998100,Cam Polson,21,Gen Fwd,3,27.3526000226359,Rising Stars
2019,Carlton,998167,Thomas Williamson,20,Gen Def,2,38.3914725627046,Rising Stars
2019,Carlton,998215,Will Setterfield,21,Wing,18,60.9387172837648,Rising Stars
2019,Carlton,998226,Harrison Macreadie,21,Key Def,1,13.5854276527448,Rising Stars
2019,Carlton,999827,Zac Fisher,21,Mid-Fwd,21,65.6894934466182,Rising Stars
2019,Collingwood,1000072,John Noble,22,Gen Def,5,52.5662071271571,Established Youth
2019,Collingwood,1001448,Rupert Wills,26,Mid,9,71.0734533729203,Prime
2019,Collingwood,1002240,Jaidyn Stephenson,20,Gen Fwd,14,80.1781853213212,Rising Stars
2019,Collingwood,1002770,Callum Brown,21,Gen Fwd,22,66.0511578349884,Rising Stars
2019,Collingwood,1003029,Brayden Sier,21,Mid,6,49.5741611059616,Rising Stars
2019,Collingwood,1005013,Flynn Appleby,20,Gen Def,1,20.5152378722952,Rising Stars
2019,Collingwood,1005054,Josh Daicos,20,Wing,5,53.2554760181241,Rising Stars
2019,Collingwood,1008089,Isaac Quaynor,19,Gen Def,4,60.1440038645777,Rising Stars
2019,Collingwood,1010841,Jack Madgen,26,Key Def,4,54.3070227101301,Prime
2019,Collingwood,230232,Daniel Wells,34,Gen Fwd,1,64.0580753747914,Old Timers
2019,Collingwood,240232,Ben Reid,30,Key Fwd,8,71.0145815574324,Veterans
2019,Collingwood,250290,Travis Varcoe,31,Gen Fwd,16,58.6940244845531,Veterans
2019,Collingwood,260257,Scott Pendlebury,31,Mid,24,104.749271116089,Veterans
2019,Collingwood,270861,Levi Greenwood,30,Gen Def,17,63.192473492413,Veterans
2019,Collingwood,271001,Dayne Beams,29,Mid,9,81.3065964781495,Prime
2019,Collingwood,280012,Jordan Roughead,28,Key Def,24,63.2609259072578,Prime
2019,Collingwood,280416,Christopher Mayne,30,Wing,21,74.3924123142266,Veterans
2019,Collingwood,280965,Steele Sidebottom,28,Wing,23,95.7688300082071,Prime
2019,Collingwood,290289,Josh Thomas,28,Gen Fwd,22,63.5550580763499,Prime
2019,Collingwood,291313,Jeremy Howe,29,Key Def,21,83.659219194381,Prime
2019,Collingwood,291720,Will Hoskin-Elliott,26,Gen Fwd,19,68.0256384034543,Prime
2019,Collingwood,291776,Taylor Adams,26,Mid,12,96.0464729888565,Prime
2019,Collingwood,291790,Adam Treloar,26,Mid,24,111.518484042899,Prime
2019,Collingwood,291849,Brody Mihocek,26,Key Fwd,24,68.9466367617718,Prime
2019,Collingwood,293801,Jamie Elliott,27,Gen Fwd,16,73.3722122026235,Prime
2019,Collingwood,293871,Jack Crisp,26,Gen Def,24,88.9549655823541,Prime
2019,Collingwood,293957,Brodie Grundy,25,Ruck,24,130.607301599847,Established Youth
2019,Collingwood,295012,Matthew Scharenberg,24,Gen Def,7,56.0912043021693,Established Youth
2019,Collingwood,295067,James Aish,23,Gen Def,14,63.0703422702587,Established Youth
2019,Collingwood,295444,Tom Langdon,25,Gen Def,9,74.617837429376,Established Youth
2019,Collingwood,298288,Darcy Moore,23,Key Def,17,78.6998735071435,Established Youth
2019,Collingwood,992010,Brayden Maynard,22,Gen Def,24,81.9890823396528,Established Youth
2019,Collingwood,993796,Ben Crocker,21,Gen Fwd,3,34.8115266573358,Rising Stars
2019,Collingwood,994185,Jordan De Goey,23,Gen Fwd,17,81.8915185916896,Established Youth
2019,Collingwood,996487,Tom Phillips,23,Wing,24,82.6084653421199,Established Youth
2019,Collingwood,998647,Mason Cox,28,Key Fwd,14,53.9378577908499,Prime
2019,Essendon,1001026,Jordan Ridley,20,Gen Def,6,65.7854784120904,Rising Stars
2019,Essendon,1004034,Brandon Zerk-Thatcher,21,Key Def,1,58.051233652833,Rising Stars
2019,Essendon,1005721,Joshua Begley,21,Gen Fwd,8,52.7694258769418,Rising Stars
2019,Essendon,1008190,Brayden Ham,20,Mid-Fwd,5,47.4577260372688,Rising Stars
2019,Essendon,261314,David Myers,30,Mid-Fwd,7,51.320038852763,Veterans
2019,Essendon,261320,Tom Bellchambers,30,Ruck,16,84.529197812078,Veterans
2019,Essendon,270588,Cale Hooker,30,Key Def,18,77.9716687667569,Veterans
2019,Essendon,270935,Michael Hurley,29,Key Def,19,79.9440405288372,Prime
2019,Essendon,270951,David Zaharakis,29,Wing,20,78.8399488711536,Prime
2019,Essendon,280038,Shaun McKernan,29,Key Fwd,16,64.4039743767348,Prime
2019,Essendon,290251,Zac Clarke,29,Ruck,9,62.3941522247957,Prime
2019,Essendon,290622,Mitch Brown,29,Key Fwd,16,63.2123820127795,Prime
2019,Essendon,290629,Dyson Heppell,27,Mid,18,95.4847146109162,Prime
2019,Essendon,291771,Devon Smith,26,Mid-Fwd,7,68.6192516332621,Prime
2019,Essendon,291783,Dylan Shiel,26,Mid,22,97.9043587587671,Prime
2019,Essendon,293884,Jake Stringer,25,Gen Fwd,19,69.1743127925872,Established Youth
2019,Essendon,294077,Michael Hartley,26,Key Def,3,71.4987916424893,Prime
2019,Essendon,294092,Anthony McDonald-Tipungwuti,26,Gen Fwd,23,74.2732413564927,Prime
2019,Essendon,294339,Ben McNiece,27,Gen Def,5,42.9530697968261,Prime
2019,Essendon,294518,Joe Daniher,25,Key Fwd,4,60.9047344173958,Established Youth
2019,Essendon,294798,Mark Baguley,32,Gen Fwd,10,52.6085643631006,Veterans
2019,Essendon,295461,Adam Saad,25,Gen Def,22,82.726929545609,Established Youth
2019,Essendon,295599,Patrick Ambrose,28,Key Def,20,52.7593606225252,Prime
2019,Essendon,296334,Orazio Fantasia,24,Gen Fwd,15,59.1170874443296,Established Youth
2019,Essendon,297438,Martin Gleeson,25,Gen Def,9,70.9020748513569,Established Youth
2019,Essendon,298280,Jayden Laverde,23,Key Fwd,10,65.6215992991211,Established Youth
2019,Essendon,298630,Kyle Langford,22,Mid-Fwd,18,71.6853907238804,Established Youth
2019,Essendon,990606,Will Snelling,22,Gen Fwd,4,78.3354164098586,Established Youth
2019,Essendon,990816,Aaron Francis,22,Key Def,17,66.0576419053272,Established Youth
2019,Essendon,992016,Zach Merrett,24,Mid,23,104.512130519773,Established Youth
2019,Essendon,993817,Darcy Parish,22,Mid-Fwd,21,84.9401059078385,Established Youth
2019,Essendon,994073,Tom Jok,22,Wing,1,48.9399442342604,Established Youth
2019,Essendon,996232,Matt Guelfi,22,Wing,17,56.3281021994119,Established Youth
2019,Essendon,997078,Mason Redman,22,Gen Def,20,69.5585165845836,Established Youth
2019,Essendon,997846,Conor McKenna,23,Gen Def,22,80.2933758798939,Established Youth
2019,Essendon,998102,Andrew McGrath,21,Wing,23,74.8724773717375,Rising Stars
2019,Essendon,998109,Dylan Clarke,20,Mid,11,64.8206741886578,Rising Stars
2019,Essendon,998212,Kobe Mutch,21,Wing,1,0.09775,Rising Stars
2019,Fremantle,1000860,Lachie Schultz,21,Gen Fwd,7,42.334151108756,Rising Stars
2019,Fremantle,1002232,Andrew Brayshaw,19,Mid-Fwd,22,70.6520895914286,Rising Stars
2019,Fremantle,1002239,Adam Cerra,20,Gen Def,20,62.76596548351,Rising Stars
2019,Fremantle,1002353,Mitch Crowden,20,Gen Fwd,5,62.1481850493834,Rising Stars
2019,Fremantle,1002372,Hugh Dixon,20,Key Fwd,1,45.2069363006421,Rising Stars
2019,Fremantle,1006151,Jason Carter,19,Gen Def,2,32.8085853240829,Rising Stars
2019,Fremantle,220096,Aaron Sandilands,36,Ruck,6,86.5715130910508,Old Timers
2019,Fremantle,240052,David Mundy,34,Mid,22,88.5536577807874,Old Timers
2019,Fremantle,260069,Hayden Ballantyne,32,Gen Fwd,3,46.4125775911028,Veterans
2019,Fremantle,280336,Stephen Hill,29,Gen Fwd,3,40.2160368556068,Prime
2019,Fremantle,280988,Travis Colyer,28,Gen Fwd,10,53.6607472252193,Prime
2019,Fremantle,281007,Michael Walters,28,Mid-Fwd,22,100.486126085303,Prime
2019,Fremantle,290817,Brandon Matera,27,Gen Fwd,20,63.1054774335242,Prime
2019,Fremantle,290823,Reece Conca,27,Mid,22,68.3787491547188,Prime
2019,Fremantle,291570,Nat Fyfe,28,Mid,20,120.363776396823,Prime
2019,Fremantle,293854,Matt Taberner,26,Key Fwd,9,78.1058706738399,Prime
2019,Fremantle,294125,Nathan Wilson,26,Gen Def,18,68.5282133928603,Prime
2019,Fremantle,295222,Joel Hamling,26,Key Def,22,62.6554731068252,Prime
2019,Fremantle,295584,Bradley Hill,26,Wing,22,84.0592365551894,Prime
2019,Fremantle,296317,Scott Jones,24,Ruck,1,80.4758536121601,Established Youth
2019,Fremantle,296324,Jesse Hogan,24,Key Fwd,12,59.8981653683215,Established Youth
2019,Fremantle,296371,Brett Bewley,24,Gen Fwd,7,53.2471440202763,Established Youth
2019,Fremantle,298264,Ed Langdon,23,Wing,22,85.7717109725109,Established Youth
2019,Fremantle,298352,Ryan Nyhuis,22,Gen Def,5,55.6984799161651,Established Youth
2019,Fremantle,298409,Alex Pearce,24,Key Def,11,54.928518410853,Established Youth
2019,Fremantle,298450,Connor Blakely,23,Gen Def,14,75.5577216935124,Established Youth
2019,Fremantle,990740,Rory Lobb,26,Ruck,15,88.514317104417,Prime
2019,Fremantle,992059,Sam Switkowski,22,Gen Fwd,18,65.1624289153151,Established Youth
2019,Fremantle,993816,Darcy Tucker,22,Mid-Fwd,22,73.0973863592569,Established Youth
2019,Fremantle,995192,Cameron McCarthy,24,Key Fwd,12,53.339848734701,Established Youth
2019,Fremantle,996580,Ethan Hughes,24,Gen Def,21,67.5007864804449,Established Youth
2019,Fremantle,997033,Brennan Cox,21,Key Fwd,8,56.212097376463,Rising Stars
2019,Fremantle,997933,Griffin Logue,21,Key Def,10,62.5484644576292,Rising Stars
2019,Fremantle,998115,Taylin Duman,21,Gen Def,14,61.6986889988997,Rising Stars
2019,Fremantle,998145,Sean Darcy,21,Ruck,11,73.8740212683468,Rising Stars
2019,Fremantle,998180,Bailey Banfield,21,Gen Fwd,7,54.8611744982845,Rising Stars
2019,Fremantle,998659,Luke Ryan,23,Gen Def,18,95.712277374149,Established Youth
2019,GWS GIANTS,1001396,Isaac Cumming,21,Gen Def,5,56.3791054792741,Rising Stars
2019,GWS GIANTS,1002251,Brent Daniels,20,Gen Fwd,26,65.6814836610747,Rising Stars
2019,GWS GIANTS,1004286,Zac Langdon,23,Gen Fwd,3,45.0364155777935,Established Youth
2019,GWS GIANTS,1004894,Aiden Bonar,20,Mid-Fwd,2,41.528237416526,Rising Stars
2019,GWS GIANTS,1005247,Sam Taylor,20,Key Def,22,61.5491260108268,Rising Stars
2019,GWS GIANTS,1006103,Jye Caldwell,18,Mid,2,50.057140923241,Rising Stars
2019,GWS GIANTS,1006148,Bobby Hill,19,Gen Fwd,8,54.2120064552201,Rising Stars
2019,GWS GIANTS,1007238,Jake Stein,25,Key Def,5,53.3714341893386,Established Youth
2019,GWS GIANTS,1008083,Connor Idun,19,Gen Def,1,32.8388273355395,Rising Stars
2019,GWS GIANTS,240336,Brett Deledio,32,Gen Fwd,14,76.0411681787078,Veterans
2019,GWS GIANTS,240700,Heath Shaw,33,Gen Def,26,84.6348011129897,Veterans
2019,GWS GIANTS,261374,Sam Reid,29,Gen Def,26,66.3696140533306,Prime
2019,GWS GIANTS,270340,Dawson Simpson,30,Ruck,9,79.4569388043535,Veterans
2019,GWS GIANTS,271015,Matt de Boer,29,Mid,19,71.722560956038,Prime
2019,GWS GIANTS,280109,Callan Ward,29,Mid,1,4.28602260417821,Prime
2019,GWS GIANTS,280762,Shane Mumford,33,Ruck,20,79.062156442626,Veterans
2019,GWS GIANTS,280804,Phil Davis,29,Key Def,23,75.912777171646,Prime
2019,GWS GIANTS,290314,Lachlan Keeffe,29,Key Def,10,50.6330870584914,Prime
2019,GWS GIANTS,290675,Daniel Lloyd,27,Gen Fwd,18,59.4337791741371,Prime
2019,GWS GIANTS,291509,Adam Kennedy,27,Gen Def,23,63.5146686561818,Prime
2019,GWS GIANTS,291792,Tommy Sheridan,25,Wing,1,1.89650460056464,Established Youth
2019,GWS GIANTS,291797,Matthew Buntine,25,Gen Def,9,52.7084380685232,Established Youth
2019,GWS GIANTS,291819,Adam Tomlinson,26,Wing,25,68.9280921673416,Prime
2019,GWS GIANTS,291969,Stephen Coniglio,25,Mid,15,107.787315009024,Established Youth
2019,GWS GIANTS,293845,Jeremy Cameron,26,Key Fwd,24,91.0013643485931,Prime
2019,GWS GIANTS,294305,Lachie Whitfield,25,Mid-Fwd,19,106.608491887927,Established Youth
2019,GWS GIANTS,294508,Aidan Corr,25,Key Def,8,57.4723150021619,Established Youth
2019,GWS GIANTS,294685,Zac Williams,24,Gen Def,24,101.624722291507,Established Youth
2019,GWS GIANTS,295265,Nick Haynes,27,Gen Def,23,88.0400435278994,Prime
2019,GWS GIANTS,295344,Toby Greene,26,Gen Fwd,19,93.7993898461456,Prime
2019,GWS GIANTS,296347,Josh Kelly,24,Mid,18,114.046814376616,Established Youth
2019,GWS GIANTS,298111,Jeremy Finlayson,23,Key Fwd,23,78.9676638671649,Established Youth
2019,GWS GIANTS,993107,Harry Himmelberg,23,Key Fwd,25,73.009678258773,Established Youth
2019,GWS GIANTS,993903,Jacob Hopper,22,Mid,23,95.9191450557837,Established Youth
2019,GWS GIANTS,998172,Tim Taranto,21,Mid,26,103.594277737423,Rising Stars
2019,GWS GIANTS,998205,Harry Perryman,20,Wing,19,78.3321173363759,Rising Stars
2019,GWS GIANTS,998225,Zachary Sproule,21,Key Fwd,1,25.6788530741243,Rising Stars
2019,GWS GIANTS,999309,Jackson Hately,18,Wing,7,61.5888841628974,Rising Stars
2019,Geelong Cats,1000937,Jack Henry,21,Gen Def,23,56.4183789426551,Rising Stars
2019,Geelong Cats,1002220,Esava Ratugolea,21,Key Fwd,20,61.4363210983604,Rising Stars
2019,Geelong Cats,1002228,Lachie Fogarty,20,Wing,2,50.3397928436752,Rising Stars
2019,Geelong Cats,1002242,Charlie Constable,20,Mid,7,80.8973323141284,Rising Stars
2019,Geelong Cats,1004870,Zach Guthrie,21,Gen Def,1,50.5574362739675,Rising Stars
2019,Geelong Cats,1004938,Gryan Miers,20,Gen Fwd,25,67.1148738335819,Rising Stars
2019,Geelong Cats,1005530,Ryan Abbott,28,Ruck,1,65.9711729379177,Prime
2019,Geelong Cats,1006152,Jordan Clark,18,Wing,18,60.9435016536913,Rising Stars
2019,Geelong Cats,1007102,Mark O'Connor,22,Gen Def,23,64.3783740299375,Established Youth
2019,Geelong Cats,220001,Gary Ablett,35,Gen Fwd,24,93.3735497730444,Old Timers
2019,Geelong Cats,250321,Joel Selwood,31,Mid,23,88.6791627706907,Veterans
2019,Geelong Cats,261497,Harry Taylor,33,Key Def,24,69.0081696774819,Veterans
2019,Geelong Cats,261510,Tom Hawkins,31,Key Fwd,24,85.2739085511753,Veterans
2019,Geelong Cats,270326,Lachie Henderson,29,Key Def,6,67.0067238321295,Prime
2019,Geelong Cats,270917,Patrick Dangerfield,29,Mid,24,114.671588627091,Prime
2019,Geelong Cats,270928,Scott Selwood,29,Wing,2,72.5389293826234,Prime
2019,Geelong Cats,280317,Rhys Stanley,28,Ruck,18,86.6340044509871,Prime
2019,Geelong Cats,280722,Zac Smith,29,Ruck,3,65.6709636515627,Prime
2019,Geelong Cats,281065,Mitch Duncan,28,Wing,23,100.690047161067,Prime
2019,Geelong Cats,290550,Cameron Guthrie,27,Mid,20,79.0614943178041,Prime
2019,Geelong Cats,291357,Gary Rohan,28,Gen Fwd,19,58.3069116437414,Prime
2019,Geelong Cats,291526,Luke Dahlhaus,27,Gen Fwd,24,82.020271682414,Prime
2019,Geelong Cats,291800,Tom Stewart,26,Gen Def,25,98.2764888345653,Prime
2019,Geelong Cats,292511,Zach Tuohy,29,Gen Def,18,74.0111492244863,Prime
2019,Geelong Cats,293883,Jed Bews,25,Gen Def,12,53.2297892786075,Established Youth
2019,Geelong Cats,294199,Sam Menegola,27,Wing,12,81.5543541543092,Prime
2019,Geelong Cats,295898,Tim Kelly,25,Mid,25,103.951220344271,Established Youth
2019,Geelong Cats,296291,Jake Kolodjashnij,24,Gen Def,23,55.4276217488559,Established Youth
2019,Geelong Cats,296733,Mark Blicavs,28,Key Def,25,81.1065343069452,Prime
2019,Geelong Cats,298211,Darcy Fort,26,Key Fwd,3,69.6166526739841,Prime
2019,Geelong Cats,298419,Brandan Parfitt,21,Mid-Fwd,20,78.3479641392869,Rising Stars
2019,Geelong Cats,993798,James Parsons,22,Wing,4,64.9835349215606,Established Youth
2019,Geelong Cats,994386,Tom Atkins,24,Gen Fwd,23,60.72919194697,Established Youth
2019,Geelong Cats,999824,Quinton Narkle,21,Mid,6,79.5461992864209,Rising Stars
2019,Gold Coast SUNS,1000068,Chris Burgess,23,Key Def,14,48.7064408532257,Established Youth
2019,Gold Coast SUNS,1002328,Jacob Heron,19,Gen Fwd,5,36.8308131710731,Rising Stars
2019,Gold Coast SUNS,1002331,Jacob Dawson,20,Gen Def,6,63.7316286292435,Rising Stars
2019,Gold Coast SUNS,1004095,Jack Lukosius,19,Gen Def,21,50.8894697502177,Rising Stars
2019,Gold Coast SUNS,1005547,Josh Corbett,23,Key Fwd,9,41.7130265138659,Established Youth
2019,Gold Coast SUNS,1006087,Caleb Graham,18,Key Def,3,54.512536068854,Rising Stars
2019,Gold Coast SUNS,1006144,Ben King,19,Key Fwd,14,41.6225539657664,Rising Stars
2019,Gold Coast SUNS,1007881,Wil Powell,20,Wing,13,55.2773093447639,Rising Stars
2019,Gold Coast SUNS,1008882,Charlie Ballard,20,Key Def,21,59.840598173792,Rising Stars
2019,Gold Coast SUNS,240254,Jarrod Harbrow,31,Gen Def,21,76.919119220046,Veterans
2019,Gold Coast SUNS,240712,Michael Rischitelli,33,Gen Fwd,7,50.2808361397403,Veterans
2019,Gold Coast SUNS,270512,Pearce Hanley,30,Gen Def,16,77.5695681957119,Veterans
2019,Gold Coast SUNS,290546,Aaron Young,26,Gen Fwd,2,43.1792656614395,Prime
2019,Gold Coast SUNS,290671,Anthony Miles,27,Mid,17,83.6631622902273,Prime
2019,Gold Coast SUNS,290832,David Swallow,26,Mid,22,87.7295744419613,Prime
2019,Gold Coast SUNS,291753,Sam Day,26,Key Fwd,10,68.3129399467383,Prime
