team,season,salary,playerId,player_name,rating,AA
Adelaide Crows,2025,529296.2984336731,291748,Brodie Smith,7.2335139838575095,0.010259914311720464
Collingwood,2025,604111.9157231753,291849,Brody Mihocek,8.255965520881363,0.0519002144843731
Brisbane Lions,2025,434682.16553069523,1009317,Bruce Reville,5.940490292874705,0.012992783663747454
Western Bulldogs,2025,544959.7215258398,998782,Buku Khamis,7.447574785543734,0.025087451962835572
Sydney Swans,2025,405166.08692170115,1024057,Caiden Cleary,5.537115154981972,0.12867492726911767
North Melbourne,2025,629443.5246006671,295136,Caleb Daniel,8.602154503481827,0.23561735936850692
Western Bulldogs,2025,336409.32785627915,1011589,Caleb Poulter,4.597465700307437,0.006367541511705932
Fremantle,2025,799583.1291781015,1009420,Caleb Serong,10.927330803714506,0.5969219897485527
Melbourne,2025,468509.03233756835,1027821,Caleb Windsor,6.402777890202886,0.080714465088089
GWS GIANTS,2025,522614.98777481297,280109,Callan Ward,7.1422052892296035,0
Brisbane Lions,2025,NA,298437,Callum Ah Chee,NA,NA
GWS GIANTS,2025,605574.0664727337,1014038,Callum Brown,8.275947689516848,0.031158499800094108
Sydney Swans,2025,786628.4764050794,993905,Callum Mills,10.750288828799928,0.19085239224092254
St Kilda,2025,930728.416163901,296422,Callum Wilkie,12.719599652251828,0.1348267601815044
Hawthorn,2025,485417.6364796543,1032100,Calsher Dear,6.633855690805749,0.21574043793625752
Hawthorn,2025,584117.180911745,1023482,Cam Mackenzie,7.9827117794703435,0.06058552111713533
Brisbane Lions,2025,631835.0807025776,1002235,Cam Rayner,8.63483819040264,0.11220681986587144
North Melbourne,2025,618512.39024459,998484,Cameron Zurhaar,8.452766507650194,0.13382236169217687
Sydney Swans,2025,NA,1012014,Chad Warner,NA,NA
Hawthorn,2025,552365.469048469,998390,Changkuoth Jiath,7.548783840706944,0.015609484721906264
Brisbane Lions,2025,467787.1512308087,990609,Charlie Cameron,6.392912457370876,0.04307647590863628
North Melbourne,2025,713885.0791517814,1015781,Charlie Comben,9.756156841060415,0.2698486155256892
Carlton,2025,705312.5650766654,996731,Charlie Curnow,9.639002421838764,0.2463472833289766
Melbourne,2025,403866.13733825553,1002282,Charlie Spargo,5.519349673685409,0
Adelaide Crows,2025,251411.02595524202,1006203,Chayce Jones,3.4358546948559394,0.001445832287377935
Port Adelaide,2025,NA,1028563,Christian Moraes,NA,0
Melbourne,2025,739085.8377274338,298210,Christian Petracca,10.100557586163383,0.11038203480512132
Melbourne,2025,776826.216598368,296359,Christian Salem,10.616328354118586,0.15768225260568847
West Coast Eagles,2025,544797.346449362,1024188,Clay Hall,7.445355721496229,0.251272486570118
Melbourne,2025,694126.2972243726,996701,Clayton Oliver,9.486127698973354,0.2267290337562382
North Melbourne,2025,718621.9872085092,1024272,Colby McKercher,9.820892775866659,0.23417846733776715
Gold Coast SUNS,2025,491501.09742110316,1008454,Connor Budarick,6.7169940008986835,0.011621684296115764
GWS GIANTS,2025,696796.1548959694,1008083,Connor Idun,9.522614734419388,0.12967250814525288
Hawthorn,2025,623908.8933118543,1017094,Connor Macdonald,8.526516655755337,0.05433853697704294
Geelong Cats,2025,781534.7307402826,1027877,Connor O'Sullivan,10.680676249597017,0.3117352480342357
Port Adelaide,2025,702219.4968610352,1001299,Connor Rozee,9.596731670546916,0.36829314934559687
Brisbane Lions,2025,376304.8844935706,997846,Conor McKenna,5.142689741517674,0.001993560704238506
Hawthorn,2025,538580.6866439193,1007124,Conor Nash,7.3603970777864065,0.10600910187278523
GWS GIANTS,2025,463153.8402171918,1015862,Conor Stone,6.32959230926529,0.11355020182743936
North Melbourne,2025,638234.5391721126,1020979,Cooper Harvey,8.722295012725944,0.0920201470704195
Western Bulldogs,2025,276110.74537270475,1029456,Cooper Hynes,3.7734080961026377,0.0660841015608643
Carlton,2025,600082.4945662708,1032108,Cooper Lord,8.200898303574965,0.14362612660194773
St Kilda,2025,809642.893898688,1018018,Cooper Sharman,11.064810413898853,0.23348217689461537
Carlton,2025,372675.24089772196,1008510,Corey Durdin,5.093085998236857,0.05885852853915485
Fremantle,2025,529516.5902075856,993940,Corey Wagner,7.236524553989665,2.9685334506868166e-4
Sydney Swans,2025,NA,1018424,Corey Warner,NA,NA
St Kilda,2025,296589.16938815144,992374,Dan Butler,4.053272071954075,0.0021790945029533937
Collingwood,2025,672797.305825464,994295,Dan Houston,9.194639626976349,0.1406098022789618
Sydney Swans,2025,526420.3010543669,290307,Dane Rampe,7.19420978444725,0.013904242486039387
Collingwood,2025,481601.22632182704,297504,Daniel McStay,6.581699542488685,0.0328672077830332
Gold Coast SUNS,2025,675566.9025996771,1000981,Daniel Rioli,9.232489725409312,0.09379967925119892
Melbourne,2025,736685.068443655,1020959,Daniel Turner,10.067747989274796,0.4072020035842451
Port Adelaide,2025,420485.63401196816,1017128,Dante Visentini,5.7464764492735405,0.16480022543270334
Port Adelaide,2025,630350.2896675328,991930,Darcy Byrne-Jones,8.614546613176639,0.022859209744030773
Collingwood,2025,835349.4053626914,990291,Darcy Cameron,11.416122922037172,0.13970419264034362
Adelaide Crows,2025,681225.7368924594,999331,Darcy Fogarty,9.309824966767142,0.08683724367052681
Brisbane Lions,2025,421005.32548798755,298211,Darcy Fort,5.753578701018362,0.011147111196855186
Brisbane Lions,2025,509816.73500793264,296269,Darcy Gardiner,6.967300721349326,0.03399699556256708
GWS GIANTS,2025,709534.6886648629,1020650,Darcy Jones,9.696703165462289,0.2293247769360216
Collingwood,2025,789117.3856289017,298288,Darcy Moore,10.78430297121571,0.06238750902892887
North Melbourne,2025,389079.56748424517,993816,Darcy Tucker,5.317272198122498,0.004530240732713575
Brisbane Lions,2025,783006.0961767614,1017067,Darcy Wilmot,10.700784348768748,0.34905719630512744
St Kilda,2025,489541.82833644806,1027875,Darcy Wilson,6.690218071492163,0.21463809267849399
Gold Coast SUNS,2025,228344.02171936966,290832,David Swallow,3.1206144443579626,0
Brisbane Lions,2025,NA,261224,Dayne Zorko,NA,0
Richmond,2025,645294.5496636219,290627,Dion Prestia,8.81877912713906,0.015945781058404718
Hawthorn,2025,692212.741071797,1006314,Dylan Moore,9.45997649551791,0.13055352307865997
Essendon,2025,524931.2260994579,291783,Dylan Shiel,7.1738596619521156,0.024775828157247326
North Melbourne,2025,424661.04213515425,1004848,Dylan Stephens,5.80353876604537,0.013693190642790731
Melbourne,2025,532261.2138258282,298264,Ed Langdon,7.274033362159557,0.013782568055830557
Western Bulldogs,2025,1000505.8510621727,1008280,Ed Richards,13.673197953596468,0.5823852630768254
West Coast Eagles,2025,642144.026888219,1020670,Elijah Hewett,8.77572318546749,0.21684666668226205
Carlton,2025,368006.63492319547,1012862,Elijah Hollands,5.0292834991417505,0.005105236161630167
Essendon,2025,561088.745166991,1023785,Elijah Tsatas,7.667998616958184,0.16959581665136902
Brisbane Lions,2025,518845.941914317,993953,Eric Hipwood,7.090696434891537,0.08775296785897346
Sydney Swans,2025,1069766.4599100668,1013128,Errol Gulden,14.619733162919317,0.29644826056292395
Port Adelaide,2025,774170.9856825827,1002220,Esava Ratugolea,10.580041212083888,0.09201131233915527
Gold Coast SUNS,2025,456630.1061487649,1027033,Ethan Read,6.240437101207763,0.22341309794149666
GWS GIANTS,2025,858472.6325907211,1023266,Finn Callaghan,11.732131531961027,0.6015573602336705
Hawthorn,2025,337756.060176048,1009421,Finn Maginness,4.615870527804603,0.017278574132280622
North Melbourne,2025,NA,1028495,Finn O'Sullivan,NA,0
North Melbourne,2025,330093.08086157095,1031792,Finnbar Maley,4.511146069701811,0.11350137826489937
Carlton,2025,392382.3148045034,1020877,Flynn Young,5.362408483785055,0.04142027596343756
Carlton,2025,707796.4048106465,1017255,Francis Evans,9.67294728316234,0.07058456601835372
Carlton,2025,826411.5023653966,294036,George Hewett,11.293974993724397,0.15512737683039035
North Melbourne,2025,631882.3162483362,1023477,George Wardlaw,8.635483724825967,0.20771246000996713
North Melbourne,2025,612190.5403154148,997933,Griffin Logue,8.366370305746154,0.09797348830727226
Geelong Cats,2025,960643.803538539,1004938,Gryan Miers,13.12843185747851,0.20351609231828538
West Coast Eagles,2025,NA,1032624,Hamish Davis,NA,0
West Coast Eagles,2025,709513.8452043687,1023492,Harley Reid,9.696418312793936,0.29433124001047783
Brisbane Lions,2025,988559.070201062,996059,Harris Andrews,13.509929843321267,0.1147117449772207
Essendon,2025,504523.45512592787,1011755,Harrison Jones,6.8949612506969515,0.03955303548246025
Melbourne,2025,670011.5397728231,1008893,Harrison Petty,9.156568554578591,0.02756370670928543
Richmond,2025,NA,1028525,Harry Armstrong,NA,0
Sydney Swans,2025,481665.1697071869,291978,Harry Cunningham,6.582573411007216,0.013160747414561635
West Coast Eagles,2025,685165.3163497653,1011437,Harry Edwards,9.363664381815518,0.17498684085157978
GWS GIANTS,2025,727025.518282759,993107,Harry Himmelberg,9.935737825263852,0.1402923206355985
Carlton,2025,770996.2784966198,1000953,Harry McKay,10.5366547593687,0.298228371121406
Hawthorn,2025,626135.7648614547,1000963,Harry Morrison,8.556949716674064,0.0032248843189514043
Carlton,2025,NA,1028526,Harry O'Farrell,NA,0
Collingwood,2025,729129.4385226847,998205,Harry Perryman,9.964490598562023,0.06813379297994093
GWS GIANTS,2025,509963.60637647373,1021122,Harry Rowston,6.969307907307955,0.05984114396845397
Melbourne,2025,271670.16973739717,1007099,Harry Sharp,3.712721924577484,0.02211524039059254
North Melbourne,2025,689066.9897410563,1023518,Harry Sheezel,9.416985761768235,0.6514111236835525
Western Bulldogs,2025,354094.777299766,1017087,Harvey Gallagher,4.839160090082766,0.05579779870839763
Melbourne,2025,811983.3475759178,1028546,Harvey Langford,11.096795720527506,0.17628256942004472
GWS GIANTS,2025,544806.9349079329,1027925,Harvey Thomas,7.445486760102321,0.12346384937058485
Sydney Swans,2025,525623.5316414578,1003203,Hayden McLean,7.183320906691552,0.011342817413807715
Fremantle,2025,657112.267061397,1009256,Hayden Young,8.980283419360733,0.12367400299081943
Fremantle,2025,543550.130399501,1013224,Heath Chapman,7.428310911690723,0.04583595513601879
Carlton,2025,399216.14214309433,1023489,Hudson O'Keeffe,5.455801514802368,0.23706807318819068
Adelaide Crows,2025,423810.1713705517,1023534,Hugh Bond,5.791910523806719,0.015450206620334028
St Kilda,2025,NA,1029148,Hugh Boxshall,NA,0
Port Adelaide,2025,402450.1996961472,1015330,Hugh Jackson,5.4999990665400915,0.02702083074623729
Brisbane Lions,2025,1096459.4150530493,1000978,Hugh McCluggage,14.98452669136195,0.3656870649047902
St Kilda,2025,404567.91113639966,1027790,Hugo Garcia,5.528940314310335,0.23003231506818211
Richmond,2025,648821.4644532112,1011985,Hugo Ralphsmith,8.866978949291347,0.07505942677733879
St Kilda,2025,443889.7231527668,1002264,Hunter Clark,6.066323398100502,0.06410521123520307
Adelaide Crows,2025,631392.2847060538,1001396,Isaac Cumming,8.628786814184195,0.006692396140857815
Sydney Swans,2025,1199884.7830835006,298539,Isaac Heeney,16.39796723146735,0.17443740253511297
Essendon,2025,551053.692231757,1028554,Isaac Kako,7.5308567250715885,0.11856848702692879
St Kilda,2025,496120.61171293654,1015323,Isaac Keeler,6.780125599074395,0.12082625289581106
Collingwood,2025,657776.4487386782,1008089,Isaac Quaynor,8.98936031535387,0.05027019733984506
Fremantle,2025,431187.96172020456,1011558,Isaiah Dudley,5.892737508280464,0.031585100740468164
Adelaide Crows,2025,926389.9446224074,1001195,Izak Rankine,12.660308864356978,0.33498341672047116
Geelong Cats,2025,613783.9588555798,998260,Jack Bowes,8.38814641739955,0.023546554145714715
GWS GIANTS,2025,782433.6662941233,1009708,Jack Buckley,10.692961358936598,0.15042921343401805
Sydney Swans,2025,548135.0505818962,1009392,Jack Buller,7.490969736912758,0.07763050903660451
Collingwood,2025,795148.0003496933,293871,Jack Crisp,10.866719069803958,0.02150431473966663
North Melbourne,2025,555692.3943128543,290838,Jack Darling,7.594250549041002,0.03402616704391903
Hawthorn,2025,737232.1373450661,1012857,Jack Ginnivan,10.075224388713448,0.09846324892667924
West Coast Eagles,2025,668788.961665287,990827,Jack Graham,9.13986045391099,0.07059757043274228
Hawthorn,2025,845491.3929886614,291351,Jack Gunston,11.55472621386759,0.005551367197581314
Melbourne,2025,277298.54318465537,1008183,Jack Henderson,3.7896408793436422,0
Geelong Cats,2025,713933.2848924114,1000937,Jack Henry,9.756815634443218,0.12030956766866774
St Kilda,2025,678243.7674641099,1002227,Jack Higgins,9.269072523148635,0.09573711654537942
West Coast Eagles,2025,418715.2704634701,1036098,Jack Hutchinson,5.722282156733675,0.07619306195714637
Port Adelaide,2025,554914.2040620605,1004095,Jack Lukosius,7.583615579407025,0.14699948621002656
St Kilda,2025,855330.1545322526,295467,Jack Macrae,11.689185531682611,0.11512365884122866
Geelong Cats,2025,545186.1248015529,296190,Jack Martin,7.450668877200352,0.004919196627428346
Brisbane Lions,2025,748040.206194682,1002347,Jack Payne,10.222930536278712,0.13050764299457918
Richmond,2025,591524.3645247888,1006133,Jack Ross,8.08394046065423,0.1212906979661067
Hawthorn,2025,716733.6790660555,998114,Jack Scrimshaw,9.795086618909409,0.06421952203242276
Carlton,2025,763816.6992875265,1001028,Jack Silvagni,10.438536584802065,0.1450030283073862
St Kilda,2025,917570.5647874877,994389,Jack Sinclair,12.53978070734241,0.10193478367313724
St Kilda,2025,574477.0832112663,296205,Jack Steele,7.850967458324477,0.06309048258743544
Melbourne,2025,575783.5125718842,291902,Jack Viney,7.868821494101633,0.04196976520233242
West Coast Eagles,2025,485743.7939632646,1020371,Jack Williams,6.638313051882365,0.15533089981676262
Port Adelaide,2025,446748.83548970555,1005326,Jackson Mead,6.105396841712081,0.06821226238134614
Richmond,2025,264249.2671565902,1021152,Jacob Bauer,3.611305756072315,2.780546417826546e-4
Richmond,2025,702767.8392007293,1013229,Jacob Blight,9.60422547315588,0.3619159102178706
Richmond,2025,632699.1890718321,993903,Jacob Hopper,8.646647341517179,0.15817676612711207
North Melbourne,2025,311515.30497768737,1023530,Jacob Konstanty,4.257256892613823,0.12403515037338364
GWS GIANTS,2025,515856.720840332,1004530,Jacob Wehr,7.0498448882181535,0.010548177952245164
Carlton,2025,881591.7870656805,993832,Jacob Weitering,12.048084482481306,0.13238354398565966
Melbourne,2025,NA,1017720,Jacob van Rooyen,NA,NA
Essendon,2025,430048.1033450736,298421,Jade Gresham,5.877159879038532,0
Fremantle,2025,571856.1271356908,294613,Jaeger O'Meara,7.815148726019233,0.002908467839198847
Hawthorn,2025,912774.3739882362,1020895,Jai Newcombe,12.474234597690215,0.4021103300697153
Melbourne,2025,776353.6293210017,1012825,Jake Bowey,10.609869841770138,0.2995209858917758
Melbourne,2025,699620.9549841714,298281,Jake Lever,9.561219257065927,0.03514963662244108
Sydney Swans,2025,640831.9663521611,295342,Jake Lloyd,8.757792192442736,0.03347323614201969
Melbourne,2025,693702.1051892142,280824,Jake Melksham,9.480330569790247,0.003958009118090633
GWS GIANTS,2025,562754.7846141069,1008123,Jake Riccardi,7.690767186611956,0.05348115207024717
Gold Coast SUNS,2025,417519.74375982967,1018123,Jake Rogers,5.705943748257272,0.06941389054191238
Adelaide Crows,2025,747069.4275965731,1017109,Jake Soligo,10.20966359943175,0.28380821344365625
GWS GIANTS,2025,511494.52191214473,293884,Jake Stringer,6.990229835098025,0.08388245245403014
West Coast Eagles,2025,729169.5320248175,996554,Jake Waterman,9.965038527782758,0.08403454033797164
Western Bulldogs,2025,619316.724220472,297899,James Harmes,8.46375876487824,0.005014827954687218
Sydney Swans,2025,522927.79125939286,1013409,James Jordon,7.1464801507515965,0.05128846980482216
Western Bulldogs,2025,697137.3360719606,1032966,James O'Donnell,9.527277413555563,0.22745532760180542
Adelaide Crows,2025,642878.8826720731,1006013,James Peatling,8.785765933932494,0.2854101347842074
Sydney Swans,2025,584262.2322389607,1006126,James Rowbottom,7.984694092225785,0.14000069862676257
Hawthorn,2025,780321.0198257011,297566,James Sicily,10.66408933051414,0.09108373842530415
Richmond,2025,553874.7847409586,1031829,James Trezise,7.569410578887407,0
Hawthorn,2025,635326.790986941,1002222,James Worpel,8.682556897758545,0.09984083596336157
West Coast Eagles,2025,585615.7051044774,290826,Jamie Cripps,8.003191037941178,0.00560043770711105
Collingwood,2025,712502.7782868332,293801,Jamie Elliott,9.737265923693167,0.04405021557384092
Hawthorn,2025,740039.2805326361,296254,Jarman Impey,10.1135876071264,0.09185904682291379
Brisbane Lions,2025,816234.343312603,998133,Jarrod Berry,11.15489103915646,0.07789161365432284
Gold Coast SUNS,2025,504563.3408750623,291975,Jarrod Witts,6.895506340706033,0
Port Adelaide,2025,619905.5587436493,1013462,Jase Burgoyne,8.471805945200838,0.1780981831427184
Port Adelaide,2025,872168.6302310918,1011640,Jason Horne-Francis,11.919304937004053,0.34836629109276074
Western Bulldogs,2025,586978.9574456658,294101,Jason Johannisen,8.021821632756776,0.030177818033679138
Brisbane Lions,2025,834820.1540919469,1023708,Jaspa Fletcher,11.408890023414541,0.35005250532849197
Carlton,2025,401830.7805455828,1023533,Jaxon Binns,5.4915339079876215,0.176195962570875
Essendon,2025,647907.401146955,1009386,Jaxon Prior,8.854487099778133,0.07572201677716339
West Coast Eagles,2025,381198.17893378495,994385,Jayden Hunt,5.209562897187131,0
Essendon,2025,563579.8496408267,298280,Jayden Laverde,7.702042760285966,0.0861372213455398
Essendon,2025,NA,1018987,Jayden Nguyen,NA,0
Richmond,2025,563204.4564258616,992049,Jayden Short,7.6969125296799135,0.16386189461036416
Port Adelaide,2025,475524.171724224,1004819,Jed McEntee,6.498648783315587,0
Gold Coast SUNS,2025,568816.1324476129,1023736,Jed Walter,7.77360329267285,0.20988124742933723
Western Bulldogs,2025,495342.2130470291,1023017,Jedd Busslinger,6.769487781180109,0.09414966141146397
Geelong Cats,2025,968815.0314602207,293845,Jeremy Cameron,13.240102185821414,0.07718694928291858
Port Adelaide,2025,366042.8943791088,298111,Jeremy Finlayson,5.002446461496948,0.04195816513699169
Collingwood,2025,617345.8170341406,291313,Jeremy Howe,8.436823785859112,0.012323107783665077
West Coast Eagles,2025,813864.8924317113,294859,Jeremy McGovern,11.122509448482743,0.02376660083207105
Fremantle,2025,503365.9466885414,1009380,Jeremy Sharp,6.879142410676635,0.04891903302296985
GWS GIANTS,2025,788096.0161992679,296324,Jesse Hogan,10.770344645654388,0.14586139561783207
Carlton,2025,481718.80857898964,1017700,Jesse Motlop,6.583306455108246,0.08753815258901698
Geelong Cats,2025,402214.9353560611,1023537,Jhye Clark,5.496783877053688,0.02299296852409949
St Kilda,2025,457192.87210011005,290757,Jimmy Webster,6.248128021002102,0.012279657041524228
West Coast Eagles,2025,NA,1031913,Jobe Shanahan,NA,0
Port Adelaide,2025,307368.8760701826,1028529,Joe Berry,4.200590614058193,0.029053633661796252
GWS GIANTS,2025,406719.34675472026,1032629,Joe Fonti,5.5583424463043505,0.06268986244521013
Port Adelaide,2025,535985.2293852862,1008239,Joe Richards,7.32492681957681,0.02965276751165602
Sydney Swans,2025,441310.1039103486,1008091,Joel Amartey,6.031069586731937,0.09891044645298186
Western Bulldogs,2025,841642.7504003985,1027704,Joel Freijah,11.502129567974825,0.48176015863924715
Sydney Swans,2025,406950.34628639126,295222,Joel Hamling,5.561499351704126,0
Gold Coast SUNS,2025,737565.2238978795,1005992,Joel Jeffrey,10.079776444423532,0.20941017103706128
Gold Coast SUNS,2025,779465.8418702171,1000072,John Noble,10.652402224978005,0.2395070667525241
Richmond,2025,463658.80581873347,1028498,Jonty Faull,6.3364933130148495,0.17209373823758622
Fremantle,2025,839509.4370667253,1006152,Jordan Clark,11.472975100284911,0.292893559083818
Adelaide Crows,2025,897426.9688732666,992242,Jordan Dawson,12.264492587697733,0.11278946987646699
Collingwood,2025,NA,994185,Jordan De Goey,NA,NA
Essendon,2025,687638.4128212729,1001026,Jordan Ridley,9.397462422653923,0.09913781157326396
Adelaide Crows,2025,485645.38045474613,1004995,Jordon Butts,6.636968104841972,0.10201696544823513
Port Adelaide,2025,484342.3318848042,992330,Jordon Sweet,6.6191602719132066,0.10179266576462453
Hawthorn,2025,676244.9527970863,998134,Josh Battle,9.241756152548952,0.19543249041060395
Collingwood,2025,810655.0969451399,1005054,Josh Daicos,11.078643469056578,0.2710991610704412
Western Bulldogs,2025,NA,1034235,Josh Dolan,NA,0
Brisbane Lions,2025,733666.1614326561,993834,Josh Dunkley,10.026490746130174,0.11569277862711591
GWS GIANTS,2025,582030.8433672604,296347,Josh Kelly,7.954199296296487,0.019650911512359648
Adelaide Crows,2025,835588.5252160139,1017051,Josh Rachele,11.419390802065701,0.3092377537305203
Port Adelaide,2025,375280.2077142826,1017078,Josh Sinn,5.128686216773881,0.15363016026069987
Fremantle,2025,900264.3028032188,1012819,Josh Treacy,12.303268401395881,0.3259059038666626
Hawthorn,2025,703298.9847044202,1017110,Josh Ward,9.611484258905527,0.16325297186335674
Hawthorn,2025,880835.3338883657,1027935,Josh Weddle,12.037746577885272,0.33037516231716835
Adelaide Crows,2025,798939.8144890834,1011981,Josh Worrell,10.918539081926909,0.22458164305251005
Melbourne,2025,487678.46151143895,1017703,Judd McVee,6.664752769683617,0.0946007287380366
Sydney Swans,2025,810511.6686962753,1011936,Justin McInerney,11.076683337752218,0.1935824347650279
Gold Coast SUNS,2025,598526.3184408752,999715,Jy Farrar,8.179631157370265,0.0175782388352409
North Melbourne,2025,639119.2755446554,993998,Jy Simpkin,8.734386072009286,0.19174296441759808
Fremantle,2025,481826.7319965493,1020594,Jye Amiss,6.584781367274481,0.12210704971668762
Essendon,2025,944116.5977945339,1006103,Jye Caldwell,12.902566356024732,0.3955405002750688
Essendon,2025,362533.45097506116,1013201,Jye Menzie,4.954485408276176,0.018379996955074418
Melbourne,2025,598346.7018404625,1005330,Kade Chandler,8.177176465745438,0.03732624054090361
Brisbane Lions,2025,537555.953733807,1014026,Kai Lohmann,7.34639278594278,0.11871179692895639
Richmond,2025,350786.5214100201,1022999,Kaleb Smith,4.7939485227404814,0.09421230213452858
Richmond,2025,508288.9825054718,294592,Kamdyn McIntosh,6.946422020472092,0
Port Adelaide,2025,558156.46933037,1002253,Kane Farrell,7.627925300119403,0.2600678336287102
